Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
SFRSTB701=0002778962,FR,SFR STB7 Set Top Box,SFR STB7 Set Top Box,2a02:8428:e40a:ea84:ce2d:1bff:fe48:d68,Auvergne-Rhône-Alpes,2023-01-18T21:28:43.771Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,EC,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:370:144:52c0:f1d2:7185:bfa5:eb80,Pastaza,2023-01-18T03:17:50.741Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,EC,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:370:144:52c0:e1c0:a545:ab01:f816,Pastaza,2023-01-18T01:51:30.507Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,EC,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:370:144:52c0:15b5:313a:66c3:d517,Pastaza,2023-01-17T23:55:55.598Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,EC,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:370:144:52c0:356a:66f1:20df:bef8,Pastaza,2023-01-17T22:25:53.187Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,193.52.24.29,Île-de-France²,2023-01-17T21:05:45.384Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,EC,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:370:146:2650:c01:db2f:c926:37ff,Sucumbíos,2023-01-17T00:59:41.278Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-16T21:47:32.856Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,109.30.45.220,Île-de-France²,2023-01-15T20:59:26.476Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,193.52.24.29,Île-de-France²,2023-01-15T11:36:07.472Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,EC,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:370:147:9c30:851a:b6e3:7953:a0ff,Sucumbíos,2023-01-15T02:52:43.369Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:a0b0:7060:a035:4672,Nouvelle-Aquitaine,2023-01-15T00:00:08.519Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-14T23:35:30.578Z
NFAPPL-02-IPHONE11=6-6A823A67967B9CA4A4DAD4225B877A05F83A5B2AD42BCFFA98F26DC38EFB8C1D,FR,Apple iPhone XS Max (CDMA),Apple iPhone XS Max (CDMA),2a02:8440:3411:a833:41f7:f31d:ae7c:b7d7,Île-de-France²,2023-01-14T17:31:04.224Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:909e:636c:5e82:deca,Nouvelle-Aquitaine,2023-01-14T09:47:29.807Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-14T09:34:53.591Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,EC,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:370:147:9c30:9823:c48f:bc53:261,Sucumbíos,2023-01-13T21:53:47.443Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:3dfb:7dc3:a576:ceff,Nouvelle-Aquitaine,2023-01-13T21:34:45.357Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-13T21:15:50.687Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,193.52.24.29,Île-de-France²,2023-01-12T22:54:37.903Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:6185:c421:1b9d:2900,Nouvelle-Aquitaine,2023-01-12T21:29:10.339Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-12T21:12:15.998Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,90.0.147.49,Île-de-France²,2023-01-12T13:36:11.488Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-11T23:01:28.944Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:3529:b00e:e951:a756,Nouvelle-Aquitaine,2023-01-11T22:28:49.659Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-11T22:07:57.621Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,193.52.24.29,Île-de-France²,2023-01-11T21:18:44.777Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:b162:37d3:e086:bed5,Nouvelle-Aquitaine,2023-01-10T22:18:53.753Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-10T21:24:14.883Z
NFCDCH-MC-HF5DHUQA24EP2GGJ0AU541H8D7VPN9,AR,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,181.166.16.204,Santa Fe,2023-01-10T15:21:10.123Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-09T22:10:47.536Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:94f3:5898:14e7:a584,Nouvelle-Aquitaine,2023-01-09T21:20:34.978Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-09T20:53:59.407Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:39b4:df94:eac1:e3e9,Nouvelle-Aquitaine,2023-01-08T10:46:37.246Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-08T09:37:39.367Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-07T23:19:42.338Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:a485:cd6a:f723:57d1,Nouvelle-Aquitaine,2023-01-07T23:19:36.097Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-07T23:19:04.787Z
NFAPPL-02-IPHONE12=8-735580E1FB73FA31CD400C8F75F145E6EC947C4839BB25BB32DCFFB3F7631214,FR,Apple iPhone SE Gen 2 iPhone,Apple iPhone SE Gen 2 iPhone,2a02:8428:e40a:ea01:b00a:47f3:2fe2:8325,Auvergne-Rhône-Alpes,2023-01-07T12:11:27.894Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:6d3e:b69e:7910:7bdc,Nouvelle-Aquitaine,2023-01-06T21:59:22.994Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2023-01-06T21:29:56.506Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,181.166.16.204,Santa Fe,2023-01-06T01:23:39.196Z
NFAPPL-02-IPHONE11=6-6A823A67967B9CA4A4DAD4225B877A05F83A5B2AD42BCFFA98F26DC38EFB8C1D,FR,Apple iPhone XS Max (CDMA),Apple iPhone XS Max (CDMA),2a02:8428:e40a:ea01:c9a8:6e26:64be:a9a8,Auvergne-Rhône-Alpes,2023-01-05T22:04:01.046Z
LGTV20203=31013232327,FR,LG DTV 2020 RTK K6Lp UHD TV Smart TV,LG DTV 2020 RTK K6Lp UHD TV Smart TV,81.185.174.149,Auvergne-Rhône-Alpes,2023-01-04T11:09:43.655Z
NFAPPL-01-IPAD4=2-4567ACBA3A1D8C8470C2E62C6B0D5C4C7D1C901910AF8E996D158D1850E563D9,FR,iPad Air Cellular,iPad Air Cellular,2a02:8428:e40a:ea01:38c8:7eb2:7500:2294,Auvergne-Rhône-Alpes,2023-01-03T19:30:07.616Z
NFCDCH-MC-J7MZ2QPPR3CJK7XJ8GV3QRM09VCW25,PE,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2800:200:f560:50:dc90:d78d:954f:e500,Cusco,2023-01-03T01:58:49.878Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:ed94:8e80:1d47:e4ec,Nouvelle-Aquitaine,2022-12-29T21:27:07.279Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-29T20:43:49.733Z
NFCDSF-01-H1JYR9U4X0PRJE8CLDA08Q91G74L1K,AR,Safari MAC (Cadmium),Safari MAC (Cadmium),181.166.16.204,Santa Fe,2022-12-28T21:52:57.541Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:919c:df4b:f0a9:c016,Nouvelle-Aquitaine,2022-12-28T21:38:32.068Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-28T20:57:05.864Z
NFUWA-001-D34A662E3185DE9C736B8F409522EDFA67DCB83A33D4E5393E67ABFBD30789CE,FR,Netflix Windows App - Cadmium Windows Mobile,Netflix Windows App - Cadmium Windows Mobile,109.30.45.220,Île-de-France²,2022-12-28T18:42:00.762Z
NFAPPL-02-IPHONE11=6-6A823A67967B9CA4A4DAD4225B877A05F83A5B2AD42BCFFA98F26DC38EFB8C1D,FR,Apple iPhone XS Max (CDMA),Apple iPhone XS Max (CDMA),2a02:8440:3440:c674:c54c:f476:d70d:cd69,Île-de-France²,2022-12-28T18:02:50.442Z
NFAPPL-02-IPHONE11=6-6A823A67967B9CA4A4DAD4225B877A05F83A5B2AD42BCFFA98F26DC38EFB8C1D,FR,Apple iPhone XS Max (CDMA),Apple iPhone XS Max (CDMA),2a02:8440:3402:46a:85d8:f537:b10a:f474,Île-de-France²,2022-12-28T15:42:37.745Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,170.51.85.112,Córdoba,2022-12-28T13:14:35.144Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,170.51.81.69,Salta,2022-12-28T11:05:50.179Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,186.12.29.42,Buenos Aires Province,2022-12-28T06:21:51.217Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:38fb:7485:ff85:2f,Nouvelle-Aquitaine,2022-12-27T21:00:28.698Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,186.12.60.200,Santa Fe,2022-12-27T20:40:09.756Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,186.12.60.200,Santa Fe,2022-12-27T20:40:09.751Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,CL,Apple iPhone XR,Apple iPhone XR,190.95.127.50,Libertador General Bernardo O’Higgins,2022-12-27T03:07:01.562Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T22:11:06.294Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:15:10.288Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:14:52.409Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:13:40.690Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:13:36.498Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:12:50.903Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:12:46.741Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:12:30.019Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:12:25.722Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:11:20.144Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:11:04.365Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:10:50.859Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:10:49.424Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:10:02.977Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:10:02.461Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:06:48.674Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:05:52.648Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:05:44.715Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:04:17.698Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:01:25.297Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:9a:d634:dc5c:dedd,Nouvelle-Aquitaine,2022-12-25T21:01:24.074Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-25T21:01:13.426Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-23T22:25:36.941Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:8042:d3b7:a6f4:b31,Nouvelle-Aquitaine,2022-12-23T21:45:02.913Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-23T21:04:07.793Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:d16d:4c6b:b5ac:52ae,Nouvelle-Aquitaine,2022-12-23T21:03:47.340Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,186.12.12.239,Santa Fe,2022-12-23T02:22:33.133Z
NFAPPL-02-IPHONE11=8-CD0F5E9F3DC3E71C9161AA8AE9D366D38152A5B3DC6DF10292A10F2AEBBB496E,AR,Apple iPhone XR,Apple iPhone XR,186.12.68.13,Buenos Aires Province,2022-12-22T22:11:19.988Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,2a01:cb19:a73:9100:919:d130:430f:39a7,Nouvelle-Aquitaine,2022-12-22T21:58:36.054Z
NFANDROID2-PRV-AQUAMAN-XIAOMMITV-AESP0-16688-4D91AB8BA6A3CC0A7C9BA4BD642D92633729773148F32308FF4970286179211F,FR,Xiaomi aquaman Streaming Stick,Xiaomi aquaman Streaming Stick,86.204.185.44,Grand-Est,2022-12-22T21:11:43.573Z
